"","file_identifiers","A.identifier","biosample","batch.extraction","irf.study.id","id.cohort","id.individual","tissue","data.received","dn.rna","date.broad.extract","quant.18s","quant.18s.sd","quant.kulesh","quant.kulesh.sd","rin.e","rna.conc.ng.uL","lib.conc.pmolar","xgen.index","Assigned","Unassigned_Unmapped","Unassigned_Read_Type","Unassigned_Singleton","Unassigned_MappingQuality","Unassigned_Chimera","Unassigned_FragmentLength","Unassigned_Duplicate","Unassigned_MultiMapping","Unassigned_Secondary","Unassigned_NonSplit","Unassigned_NoFeatures","Unassigned_Overlapping_Length","Unassigned_Ambiguity","sub.tissue","SampleType","study.group","challenge.group","animal.number","animal.tatoo","sex","weight","birth.date","viralReadCount","hostReadCount","pc.viral.reads","cohort.uncertain","cohort.numeric","totalReadCount","totalUnassigned","chrY_count","chrX_count","total_count","Xist","sex.1","pc_Y","pc_X","Y_X_ratio","sex_pred","chrY_count.1","chrX_count.1","total_count.1","Xist.1","sex.2","pc_Y.1","pc_X.1","Y_X_ratio.1","sex_pred.1","pred_recorded_sex_mismatch","dpi_time","dpi_time_factor","chrY_count.2","chrX_count.2","chrY_count.3","chrX_count.3","xist_counts","predicted_sex","pred_rec_sex_mismatch","dpi_time_numeric","infected"
"A0354_S71_L001","A0354_S71_L001","A0354","RA0850_WholeBlood-BL","H","49-E2","D-14","RA0850","Whole blood",2019-01-10,"RA0850_Blood-BL_dnRNA-L","2019-10-08",1.1e+07,921000,3.71,2.77,NA,NA,6500,NA,4024027,0,0,0,0,0,0,0,699503,0,0,4650920,0,75629,"","Experimental","4_dpe_scheduled",4,"NHP20","RA0850","M",9.46,"11/21/2011",0,4024027,0,FALSE,-14,4024027,5426052,4190,117393,4024027,0,"M",0.00104124549860128,0.0291730149921956,0.0356920770403687,"M",4190,117393,4024027,0,"M",0.00104124549860128,0.0291730149921956,0.0356920770403687,"M",FALSE,-14,"-14",4190,117393,4190,117393,0,"M",FALSE,-14,"non.infected"
"A0355_S70_L001","A0355_S70_L001","A0355","RA0850_WholeBlood-D2","H","49-E2","D002","RA0850","Whole blood",2019-01-10,"RA0850_Blood-D2_dnRNA-L","2019-10-08",378000,187000,2.5,1.41,NA,NA,3640,NA,5706730,0,0,0,0,0,0,0,1182180,0,0,8082284,0,104973,"","Experimental","4_dpe_scheduled",4,"NHP20","RA0850","M",9.46,"11/21/2011",1,5706729,1.75231700115478e-07,FALSE,2,5706730,9369437,6233,178076,5706730,0,"M",0.00109221918681977,0.0312045602297638,0.035001909297154,"M",6233,178076,5706730,0,"M",0.00109221918681977,0.0312045602297638,0.035001909297154,"M",FALSE,2,"2",6233,178076,6233,178076,0,"M",FALSE,2,"infected"
"A0356_S69_L001","A0356_S69_L001","A0356","RA0850_WholeBlood-D4","H","49-E2","D004","RA0850","Whole blood",2019-01-10,"RA0850_Blood-D4_dnRNA-L","2019-10-08",5480000,242000,13.3,2.41,NA,NA,6120,NA,6045571,0,0,0,0,0,0,0,559508,0,0,5535836,0,116336,"","Experimental","4_dpe_scheduled",4,"NHP20","RA0850","M",9.46,"11/21/2011",42,6045529,6.94723459537569e-06,FALSE,4,6045571,6211680,3910,165843,6045571,0,"M",0.000646754458759975,0.027432148261926,0.0235765151378111,"M",3910,165843,6045571,0,"M",0.000646754458759975,0.027432148261926,0.0235765151378111,"M",FALSE,4,"4",3910,165843,3910,165843,0,"M",FALSE,4,"infected"
"A0357_S68_L001","A0357_S68_L001","A0357","RA1849_WholeBlood-BL","H","49-E2","D-30","RA1849","Whole blood",2019-01-10,"RA1849_Blood-BL_dnRNA-L","2019-10-08",5130000,1340000,4.19,1.55,NA,NA,4540,NA,5739236,0,0,0,0,0,0,0,1161793,0,0,6530419,0,106521,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",1,5739235,1.74239219296784e-07,FALSE,-30,5739236,7798733,7263,177383,5739236,0,"M",0.00126549944975255,0.0309070754365215,0.0409452991549359,"M",7263,177383,5739236,0,"M",0.00126549944975255,0.0309070754365215,0.0409452991549359,"M",FALSE,-30,"-30",7263,177383,7263,177383,0,"M",FALSE,-30,"non.infected"
"A0358_S67_L001","A0358_S67_L001","A0358","RA1849_WholeBlood-BL","H","49-E2","D-14","RA1849","Whole blood",2019-01-10,"RA1849_Blood-BL_dnRNA-L","2019-10-08",2980000,119000,2.25,1.15,NA,NA,3560,NA,3720276,0,0,0,0,0,0,0,832730,0,0,3763647,0,73694,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",0,3720276,0,FALSE,-14,3720276,4670071,4178,119241,3720276,0,"M",0.00112303495762142,0.0320516542321054,0.0350382838117761,"M",4178,119241,3720276,0,"M",0.00112303495762142,0.0320516542321054,0.0350382838117761,"M",FALSE,-14,"-14",4178,119241,4178,119241,0,"M",FALSE,-14,"non.infected"
"A0359_S66_L001","A0359_S66_L001","A0359","RA1849_WholeBlood-D2","H","49-E2","D002","RA1849","Whole blood",2019-01-10,"RA1849_Blood-D2_dnRNA-L","2019-10-08",2810000,374000,NA,NA,NA,NA,3760,NA,4699409,0,0,0,0,0,0,0,1092515,0,0,6718179,0,89966,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",3,4699406,6.3837814499653e-07,FALSE,2,4699409,7900660,5366,140627,4699409,0,"M",0.00114184570868379,0.0299244011321424,0.0381576795352244,"M",5366,140627,4699409,0,"M",0.00114184570868379,0.0299244011321424,0.0381576795352244,"M",FALSE,2,"2",5366,140627,5366,140627,0,"M",FALSE,2,"infected"
"A0360_S65_L001","A0360_S65_L001","A0360","RA1849_WholeBlood-D4","H","49-E2","D004","RA1849","Whole blood",2019-01-10,"RA1849_Blood-D4_dnRNA-L","2019-10-08",14800000,510000,36.9,3.03,NA,NA,4600,NA,7115256,0,0,0,0,0,0,0,489034,0,0,6929607,0,126158,"","Experimental","4_dpe_scheduled",4,"NHP21","RA1849","M",8.1,"2/4/2012",73,7115183,1.02596449094734e-05,FALSE,4,7115256,7544799,4746,199271,7115256,0,"M",0.000667017462196722,0.0280061602843243,0.0238168122807634,"M",4746,199271,7115256,0,"M",0.000667017462196722,0.0280061602843243,0.0238168122807634,"M",FALSE,4,"4",4746,199271,4746,199271,0,"M",FALSE,4,"infected"
"A0361_S64_L001","A0361_S64_L001","A0361","RA1074_WholeBlood-BL","H","49-E2","D-30","RA1074","Whole blood",2019-01-10,"RA1074_Blood-BL_dnRNA-L","2019-10-08",9680000,657000,3.11,1.56,NA,NA,5910,NA,4407881,0,0,0,0,0,0,0,531799,0,0,7872941,0,91812,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",0,4407881,0,FALSE,-30,4407881,8496552,266,152919,4407881,800,"F",6.0346456721495e-05,0.0346921797571214,0.00173948299426494,"F",266,152919,4407881,800,"F",6.0346456721495e-05,0.0346921797571214,0.00173948299426494,"F",FALSE,-30,"-30",266,152919,266,152919,800,"F",FALSE,-30,"non.infected"
"A0362_S63_L001","A0362_S63_L001","A0362","RA1074_WholeBlood-BL","H","49-E2","D-14","RA1074","Whole blood",2019-01-10,"RA1074_Blood-BL_dnRNA-L","2019-10-08",4740000,465000,3.29,1.77,NA,NA,5770,NA,4816899,0,0,0,0,0,0,0,464026,0,0,7200518,0,102052,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",0,4816899,0,FALSE,-14,4816899,7766596,206,158868,4816899,479,"F",4.27661032543967e-05,0.0329813849117451,0.00129667396832591,"F",206,158868,4816899,479,"F",4.27661032543967e-05,0.0329813849117451,0.00129667396832591,"F",FALSE,-14,"-14",206,158868,206,158868,479,"F",FALSE,-14,"non.infected"
"A0363_S62_L001","A0363_S62_L001","A0363","RA1074_WholeBlood-D2","H","49-E2","D002","RA1074","Whole blood",2019-01-10,"RA1074_Blood-D2_dnRNA-L","2019-10-08",2500000,302000,2.8,1.69,NA,NA,5800,NA,3563476,0,0,0,0,0,0,0,382097,0,0,6370040,0,73289,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",0,3563476,0,FALSE,2,3563476,6825426,210,117629,3563476,490,"F",5.89312233336214e-05,0.0330096231881455,0.00178527403956507,"F",210,117629,3563476,490,"F",5.89312233336214e-05,0.0330096231881455,0.00178527403956507,"F",FALSE,2,"2",210,117629,210,117629,490,"F",FALSE,2,"infected"
"A0364_S61_L001","A0364_S61_L001","A0364","RA1074_WholeBlood-D4","H","49-E2","D004","RA1074","Whole blood",2019-01-10,"RA1074_Blood-D4_dnRNA-L","2019-10-08",906000,76700,113,10.2,NA,NA,4710,NA,1669621,0,0,0,0,0,0,0,98577,0,0,2366376,0,29962,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",574,1669047,0.000343790596788133,FALSE,4,1669621,2494915,22,46786,1669621,55,"F",1.3176643082472e-05,0.0280219283298425,0.000470226136023597,"F",22,46786,1669621,55,"F",1.3176643082472e-05,0.0280219283298425,0.000470226136023597,"F",FALSE,4,"4",22,46786,22,46786,55,"F",FALSE,4,"infected"
"A0365_S60_L001","A0365_S60_L001","A0365","RA1074_WholeBlood-D6","H","49-E2","D006","RA1074","Whole blood",2019-01-10,"RA1074_Blood-D6_dnRNA-L","2019-10-08",1240000,48500,210000,4740,NA,NA,3920,NA,3726832,0,0,0,0,0,0,0,130093,0,0,4581527,0,98215,"","Experimental","6_dpe_scheduled",4,"NHP22","RA1074","F",7.42,"4/30/2011",762646,2964186,0.204636538486307,FALSE,6,3726832,4809835,66,91345,3726832,234,"F",1.77094111030495e-05,0.0245100932910311,0.000722535442552959,"F",66,91345,3726832,234,"F",1.77094111030495e-05,0.0245100932910311,0.000722535442552959,"F",FALSE,6,"6",66,91345,66,91345,234,"F",FALSE,6,"infected"
"A0366_S59_L001","A0366_S59_L001","A0366","RA1325_WholeBlood-BL","H","49-E2","D-30","RA1325","Whole blood",2019-01-10,"RA1325_Blood-BL_dnRNA-L","2019-10-08",872000,55300,2.98,1.1,NA,NA,3650,NA,1882104,0,0,0,0,0,0,0,313701,0,0,2758689,0,37071,"","Experimental","6_dpe_scheduled",4,"NHP23","RA1325","M",10.86,"5/25/2011",1,1882103,5.31320267105325e-07,FALSE,-30,1882104,3109461,2235,51937,1882104,1,"M",0.0011875007969804,0.0275951807126492,0.0430329052505921,"M",2235,51937,1882104,1,"M",0.0011875007969804,0.0275951807126492,0.0430329052505921,"M",FALSE,-30,"-30",2235,51937,2235,51937,1,"M",FALSE,-30,"non.infected"
"A0367_S58_L001","A0367_S58_L001","A0367","RA1325_WholeBlood-BL","H","49-E2","D-14","RA1325","Whole blood",2019-01-10,"RA1325_Blood-BL_dnRNA-L","2019-10-08",1970000,273000,5.88,6.2,NA,NA,3010,NA,3815452,0,0,0,0,0,0,0,393378,0,0,7049005,0,71490,"","Experimental","6_dpe_scheduled",4,"NHP23","RA1325","M",10.86,"5/25/2011",0,3815452,0,FALSE,-14,3815452,7513873,3975,113269,3815452,0,"M",0.00104181627759961,0.0296869152069008,0.0350934501055011,"M",3975,113269,3815452,0,"M",0.00104181627759961,0.0296869152069008,0.0350934501055011,"M",FALSE,-14,"-14",3975,113269,3975,113269,0,"M",FALSE,-14,"non.infected"
"A0368_S57_L001","A0368_S57_L001","A0368","RA1325_WholeBlood-D2","H","49-E2","D002","RA1325","Whole blood",2019-01-10,"RA1325_Blood-D2_dnRNA-L","2019-10-08",4280000,431000,1.79,0.817,NA,NA,3940,NA,3444597,0,0,0,0,0,0,0,491911,0,0,5301166,0,65393,"","Experimental","6_dpe_scheduled",4,"NHP23","RA1325","M",10.86,"5/25/2011",7,3444590,2.03216805913725e-06,FALSE,2,3444597,5858470,3838,98006,3444597,0,"M",0.00111420871585268,0.0284520946862579,0.0391608677019774,"M",3838,98006,3444597,0,"M",0.00111420871585268,0.0284520946862579,0.0391608677019774,"M",FALSE,2,"2",3838,98006,3838,98006,0,"M",FALSE,2,"infected"
"A0369_S56_L001","A0369_S56_L001","A0369","RA1325_WholeBlood-D4","H","49-E2","D004","RA1325","Whole blood",2019-01-10,"RA1325_Blood-D4_dnRNA-L","2019-10-08",664000,119000,186,36.4,NA,NA,3140,NA,2062552,0,0,0,0,0,0,0,152757,0,0,2223270,0,37492,"","Experimental","6_dpe_scheduled",4,"NHP23","RA1325","M",10.86,"5/25/2011",801,2061751,0.00038835384513942,FALSE,4,2062552,2413519,1358,52625,2062552,0,"M",0.000658407642570951,0.0255145082402771,0.0258052256532066,"M",1358,52625,2062552,0,"M",0.000658407642570951,0.0255145082402771,0.0258052256532066,"M",FALSE,4,"4",1358,52625,1358,52625,0,"M",FALSE,4,"infected"
"A0370_S55_L001","A0370_S55_L001","A0370","RA1325_WholeBlood-D6","H","49-E2","D006","RA1325","Whole blood",2019-01-10,"RA1325_Blood-D6_dnRNA-L","2019-10-08",4230000,2400000,4110,2780,NA,NA,3900,NA,5829985,0,0,0,0,0,0,0,275001,0,0,6249162,0,115038,"","Experimental","6_dpe_scheduled",4,"NHP23","RA1325","M",10.86,"5/25/2011",12970,5817015,0.00222470555241566,FALSE,6,5829985,6639201,5018,157171,5829985,0,"M",0.000860722626216019,0.026959074508768,0.0319270094355829,"M",5018,157171,5829985,0,"M",0.000860722626216019,0.026959074508768,0.0319270094355829,"M",FALSE,6,"6",5018,157171,5018,157171,0,"M",FALSE,6,"infected"
"A0371_S54_L001","A0371_S54_L001","A0371","RA1803_WholeBlood-BL","H","49-E2","D-30","RA1803","Whole blood",2019-01-10,"RA1803_Blood-BL_dnRNA-L","2019-10-08",4340000,1700000,4.82,1.84,NA,NA,4500,NA,4642802,0,0,0,0,0,0,0,517448,0,0,8598103,0,92077,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",0,4642802,0,FALSE,-30,4642802,9207628,659,155929,4642802,669,"F",0.000141940147350673,0.0335851065800351,0.00422628247471606,"F",659,155929,4642802,669,"F",0.000141940147350673,0.0335851065800351,0.00422628247471606,"F",FALSE,-30,"-30",659,155929,659,155929,669,"F",FALSE,-30,"non.infected"
"A0372_S53_L001","A0372_S53_L001","A0372","RA1803_WholeBlood-BL","H","49-E2","D-14","RA1803","Whole blood",2019-01-10,"RA1803_Blood-BL_dnRNA-L","2019-10-08",5830000,1940000,4.51,2.2,NA,NA,5530,NA,5031699,0,0,0,0,0,0,0,765278,0,0,9119247,0,91602,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",0,5031699,0,FALSE,-14,5031699,9976127,676,167898,5031699,552,"F",0.000134348258908174,0.0333680532162198,0.00402625403518803,"F",676,167898,5031699,552,"F",0.000134348258908174,0.0333680532162198,0.00402625403518803,"F",FALSE,-14,"-14",676,167898,676,167898,552,"F",FALSE,-14,"non.infected"
"A0373_S52_L001","A0373_S52_L001","A0373","RA1803_WholeBlood-D2","H","49-E2","D002","RA1803","Whole blood",2019-01-10,"RA1803_Blood-D2_dnRNA-L","2019-10-08",5330000,1320000,5.07,2.33,NA,NA,5210,NA,4595034,0,0,0,0,0,0,0,720755,0,0,7924283,0,83194,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",1,4595033,2.17626246073478e-07,FALSE,2,4595034,8728232,698,152706,4595034,602,"F",0.000151903119759288,0.0332328335328966,0.00457087475279295,"F",698,152706,4595034,602,"F",0.000151903119759288,0.0332328335328966,0.00457087475279295,"F",FALSE,2,"2",698,152706,698,152706,602,"F",FALSE,2,"infected"
"A0374_S51_L001","A0374_S51_L001","A0374","RA1803_WholeBlood-D4","H","49-E2","D004","RA1803","Whole blood",2019-01-10,"RA1803_Blood-D4_dnRNA-L","2019-10-08",3690000,669000,243,162,NA,NA,7930,NA,6453943,0,0,0,0,0,0,0,394467,0,0,9999976,0,100959,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",765,6453178,0.000118532190321483,FALSE,4,6453943,10495402,309,172599,6453943,225,"F",4.78777082475008e-05,0.026743186297121,0.00179027688457059,"F",309,172599,6453943,225,"F",4.78777082475008e-05,0.026743186297121,0.00179027688457059,"F",FALSE,4,"4",309,172599,309,172599,225,"F",FALSE,4,"infected"
"A0375_S50_L001","A0375_S50_L001","A0375","RA1803_WholeBlood-D6","H","49-E2","D006","RA1803","Whole blood",2019-01-10,"RA1803_Blood-D6_dnRNA-L","2019-10-08",2400000,731000,43600,40000,NA,NA,5690,NA,4378949,0,0,0,0,0,0,0,202371,0,0,6132666,0,95515,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",260449,4118500,0.0594775138965994,FALSE,6,4378949,6430552,407,126731,4378949,336,"F",9.29446769076324e-05,0.0289409627744009,0.00321152677718948,"F",407,126731,4378949,336,"F",9.29446769076324e-05,0.0289409627744009,0.00321152677718948,"F",FALSE,6,"6",407,126731,407,126731,336,"F",FALSE,6,"infected"
"RA0449_PBMC_D003_S8","RA0449_PBMC_D003_S8","A0329","RA0449_WholeBlood-D3","G","49-E2","D003","RA0449","Whole blood",2019-01-10,"RA0449_Blood-D3_dnRNA-L","2019-10-04",1410000,5940,16.6,0.658,NA,NA,2630,NA,1043736,0,0,0,0,0,0,0,220476,0,0,506447,0,34886,"","Experimental","3_dpe_scheduled",3,"NHP14","RA0449","F",6.64,"3/20/2011",6,1043730,5.74858010071512e-06,FALSE,3,1043736,761809,137,31500,1043736,28,"F",0.000131259245632995,0.0301800455287544,0.00434920634920635,"F",137,31500,1043736,28,"F",0.000131259245632995,0.0301800455287544,0.00434920634920635,"F",FALSE,3,"3",137,31500,137,31500,28,"F",FALSE,3,"infected"
"RA0452.D005_S7_L001","RA0452.D005_S7_L001","A0338","RA0452_WholeBlood-D5","H","49-E2","D005","RA0452","Whole blood",2019-01-10,"RA0452_Blood-D5_dnRNA-L","2019-10-08",41500000,7890000,2150,704,NA,NA,6090,NA,2031582,0,0,0,0,0,0,0,386104,0,0,796904,0,62436,"","Experimental","5_dpe_scheduled",3,"NHP16","RA0452","F",5.1,"3/21/2011",1164,2030418,0.000572952506962554,FALSE,5,2031582,1245444,288,58759,2031582,71,"F",0.000141761445021663,0.0289227803750968,0.00490137681036097,"F",288,58759,2031582,71,"F",0.000141761445021663,0.0289227803750968,0.00490137681036097,"F",FALSE,5,"5",288,58759,288,58759,71,"F",FALSE,5,"infected"
"RA0700.Blood.D7.NEC_S2","RA0700.Blood.D7.NEC_S2","A0306","RA0700_WholeBlood-D7-NEC","B, ABCDE","49-E2","D007","RA0700","Whole blood",2019-01-10,"RA0700_Blood.D7_dnRNA","2019-02-19, 2020-03-14",1.32e+10,1.14e+10,1400000,49000,8.8,14.9,NA,14,3536758,0,0,0,0,0,0,0,1062698,0,0,3110552,0,186625,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",249744,3287014,0.0706138220370181,FALSE,7,3536758,4359875,143,79370,3536758,296,"F",4.04325090944871e-05,0.0224414562715346,0.00180168829532569,"F",143,79370,3536758,296,"F",4.04325090944871e-05,0.0224414562715346,0.00180168829532569,"F",FALSE,7,"7",143,79370,143,79370,296,"F",FALSE,7,"infected"
"RA0700.Blood.Dm04_S3","RA0700.Blood.Dm04_S3","A0305","RA0700_WholeBlood-Dm04","B, ABCDE","49-E2","D-04","RA0700","Whole blood",2019-01-10,"RA0700_Blood.BL_dnRNA","2019-02-19, 2020-03-14",26700000,9250000,3.38,4.33,7.2,4.71,NA,13,2337495,0,0,0,0,0,0,0,562480,0,0,5758008,0,42381,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",27,2337468,1.15508268466884e-05,FALSE,-4,2337495,6362869,77,62422,2337495,150,"F",3.29412469331485e-05,0.0267046560527402,0.00123353945724264,"F",77,62422,2337495,150,"F",3.29412469331485e-05,0.0267046560527402,0.00123353945724264,"F",FALSE,-4,"-4",77,62422,77,62422,150,"F",FALSE,-4,"non.infected"
"RA0700.Blood.Dm30_S4","RA0700.Blood.Dm30_S4","A0304","RA0700_WholeBlood-Dm30","B, ABCDE","49-E2","D-30","RA0700","Whole blood",2019-01-10,"RA0700_Blood.BL_dnRNA","2019-02-19, 2020-03-14",1.92e+09,4.64e+08,0.988,0.41,9.1,15.9,NA,12,1587754,0,0,0,0,0,0,0,560523,0,0,1504374,0,51793,"","Experimental","terminal_routine_manipulations",2,"NHP7","RA0700","F",5.48,"5/12/2011",16,1587738,1.00771278170296e-05,FALSE,-30,1587754,2116690,92,41942,1587754,85,"F",5.79434849479201e-05,0.0264159309313659,0.00219350531686615,"F",92,41942,1587754,85,"F",5.79434849479201e-05,0.0264159309313659,0.00219350531686615,"F",FALSE,-30,"-30",92,41942,92,41942,85,"F",FALSE,-30,"non.infected"
"RA0717.Liver_S10","RA0717.Liver_S10","A0031","RA0717_Liver-L","A, ABCDE","49-E2","D004","RA0717","Liver",2019-01-10,"RA0717_Liver-L_dnRNA","2019-01-16, 2020-03-14",2.47e+10,1.36e+10,2620,52.7,5.1,498,21900,4,7274596,0,0,0,0,0,0,0,561236,0,0,1342495,0,6319274,"","Experimental","4_dpe_scheduled",4,"NHP19","RA0717","F",6.1,"10/21/2011",61202,7213394,0.00841311325055027,FALSE,4,7274596,8223005,13,39285,7274596,109,"F",1.78704081986134e-06,0.00540029989294251,0.00033091510754741,"F",13,39285,7274596,109,"F",1.78704081986134e-06,0.00540029989294251,0.00033091510754741,"F",FALSE,4,"4",13,39285,13,39285,109,"F",FALSE,4,"infected"
"RA0850.Liver_S11","RA0850.Liver_S11","A0017","RA0850_Liver-L","A, ABCDE","49-E2","D004","RA0850","Liver",2019-01-10,"RA0850_Liver-L_dnRNA","2019-01-16, 2020-03-14",2.12e+10,7.07e+09,94,7.21,4.4,392,22700,3,6352650,0,0,0,0,0,0,0,716951,0,0,3106182,0,836403,"","Experimental","4_dpe_scheduled",4,"NHP20","RA0850","M",9.46,"11/21/2011",1826,6350824,0.000287439100218019,FALSE,4,6352650,4659536,1844,61747,6352650,0,"M",0.000290272563418416,0.00971988067971634,0.029863799050966,"M",1844,61747,6352650,0,"M",0.000290272563418416,0.00971988067971634,0.029863799050966,"M",FALSE,4,"4",1844,61747,1844,61747,0,"M",FALSE,4,"infected"
"RA1082.Blood.D0_S4","RA1082.Blood.D0_S4","A0297","RA1082_WholeBlood-D0","B, ABCDE","49-E2","D000","RA1082","Whole blood",2019-01-10,"RA1082_Blood.D0_dnRNA","2019-02-19, 2020-03-14",8.21e+09,2.89e+09,0.221,NA,8.7,22.4,NA,11,3401786,0,0,0,0,0,0,0,2055722,0,0,2288648,0,54560,"","Experimental","non_infected_control",2,"NHP C1","RA1082","F",7.32,"3/15/2011",23,3401763,6.76115428777707e-06,FALSE,0,3401786,4398930,163,69802,3401786,166,"F",4.79160064742462e-05,0.0205192213737137,0.00233517664250308,"F",163,69802,3401786,166,"F",4.79160064742462e-05,0.0205192213737137,0.00233517664250308,"F",FALSE,0,"0",163,69802,163,69802,166,"F",FALSE,0,"non.infected"
"RA1779.Liver_S7","RA1779.Liver_S7","A0073","RA1779_Liver-L","A, ABCDE","49-E2","D008","RA1779","Liver",2019-01-10,"RA1779_Liver-L_dnRNA","2019-01-16, 2020-03-14",3.56e+10,9.5e+09,1270,343,3.9,582,18400,7,9651075,0,0,0,0,0,0,0,1130482,0,0,7133773,0,876225,"","Experimental","terminal_routine_manipulations",2,"NHP9","RA1779","M",10.98,"9/15/2011",22743,9628332,0.00235652505031823,FALSE,8,9651075,9140480,2780,115701,9651075,0,"M",0.000288050812992335,0.0119884054367001,0.0240274500652544,"M",2780,115701,9651075,0,"M",0.000288050812992335,0.0119884054367001,0.0240274500652544,"M",FALSE,8,"8",2780,115701,2780,115701,0,"M",FALSE,8,"infected"
"RA1803.Liver_S12","RA1803.Liver_S12","A0003","RA1803_Liver-L","A, ABCDE","49-E2","D006","RA1803","Liver",2019-01-10,"RA1803_Liver-L_dnRNA","2019-01-16, 2020-03-14",2.88e+10,7.95e+09,4740,166,5.1,351,6460,2,12535978,0,0,0,0,0,0,0,1511836,0,0,6777655,0,6090186,"","Experimental","6_dpe_scheduled",4,"NHP24","RA1803","F",5.32,"3/4/2012",56857,12479121,0.0045355057259992,FALSE,6,12535978,14379677,165,124949,12535978,668,"F",1.31621162704657e-05,0.00996723191441466,0.00132053877982217,"F",165,124949,12535978,668,"F",1.31621162704657e-05,0.00996723191441466,0.00132053877982217,"F",FALSE,6,"6",165,124949,165,124949,668,"F",FALSE,6,"infected"
"RA1818.Blood.D6.NEC_S1","RA1818.Blood.D6.NEC_S1","A0309","RA1818_WholeBlood-D6-NEC","B, ABCDE","49-E2","D006","RA1818","Whole blood",2019-01-10,"RA1818_Blood.D6_dnRNA","2019-02-19, 2020-03-14",1.48e+09,7.31e+08,1710000,67700,8.8,7.72,NA,15,2326379,0,0,0,0,0,0,0,449615,0,0,2339408,0,72803,"","Experimental","terminal_routine_manipulations",2,"NHP8","RA1818","F",6.3,"3/8/2012",340168,1986211,0.146222090209721,FALSE,6,2326379,2861826,68,53433,2326379,187,"F",2.92299749954758e-05,0.022968312557842,0.00127262178803361,"F",68,53433,2326379,187,"F",2.92299749954758e-05,0.022968312557842,0.00127262178803361,"F",FALSE,6,"6",68,53433,68,53433,187,"F",FALSE,6,"infected"
"RA1819_WB_D.14_S2","RA1819_WB_D.14_S2","A0299","RA1819_WholeBlood-BL","F","49-E2","D-14","RA1819","Whole blood",2019-01-10,"RA1819_Blood.BL2_dnRNA","2019-08-12",1040000,41800,0.489,0.318,NA,1,NA,2,3523792,0,0,0,0,0,0,0,1487200,0,0,3109662,0,91849,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",4,3523788,1.13514078015956e-06,FALSE,-14,3523792,4688711,542,121274,3523792,190,"F",0.00015381157571162,0.0344157657432675,0.00446921846397414,"F",542,121274,3523792,190,"F",0.00015381157571162,0.0344157657432675,0.00446921846397414,"F",FALSE,-14,"-14",542,121274,542,121274,190,"F",FALSE,-14,"non.infected"
"RA1819_WB_D.28_S1","RA1819_WB_D.28_S1","A0298","RA1819_WholeBlood-BL","F","49-E2","D-28","RA1819","Whole blood",2019-01-10,"RA1819_Blood.BL1_dnRNA","2019-08-12",3850000,19000,1.63,NA,NA,8,NA,1,6498752,0,0,0,0,0,0,0,2015360,0,0,5387007,0,146138,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",4,6498748,6.15502791920664e-07,FALSE,-28,6498752,7548505,852,209317,6498752,406,"F",0.000131102094679101,0.0322087994741144,0.00407038128771194,"F",852,209317,6498752,406,"F",0.000131102094679101,0.0322087994741144,0.00407038128771194,"F",FALSE,-28,"-28",852,209317,852,209317,406,"F",FALSE,-28,"non.infected"
"RA1819_WB_D000_S3","RA1819_WB_D000_S3","A0300","RA1819_WholeBlood-D0","F","49-E2","D000","RA1819","Whole blood",2019-01-10,"RA1819_Blood.D0_dnRNA","2019-08-12",7320000,111000,0.669,0.286,NA,5,NA,3,5541760,0,0,0,0,0,0,0,1796953,0,0,6166009,0,124158,"","Experimental","non_infected_control",2,"NHP C2","RA1819","F",4.72,"3/18/2012",0,5541760,0,FALSE,0,5541760,8087120,610,177789,5541760,231,"F",0.000110073334103245,0.0320816852407899,0.00343103341601561,"F",610,177789,5541760,231,"F",0.000110073334103245,0.0320816852407899,0.00343103341601561,"F",FALSE,0,"0",610,177789,610,177789,231,"F",FALSE,0,"non.infected"
